name,set,number,type,rarity,image_url,international_prints
Toedscool,SCR,17,G Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_017_R_EN_LG.png,SCR-17
Toedscruel,SCR,18,G Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_018_R_EN_LG.png,SCR-18
Ponyta,SCR,19,R Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_019_R_EN_LG.png,SCR-19
Rapidash,SCR,20,R Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_020_R_EN_LG.png,SCR-20
Pansear,SCR,21,R Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_021_R_EN_LG.png,"PAR-20,SCR-21"
Reshiram,SCR,22,R Basic,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_022_R_EN_LG.png,SCR-22
Salandit,SCR,23,R Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_023_R_EN_LG.png,"ASC-34,SCR-23"
Salazzle,SCR,24,R Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_024_R_EN_LG.png,"ASC-224,ASC-35,SCR-24"
Turtonator,SCR,25,R Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_025_R_EN_LG.png,"SCR-146,SCR-25"
Scorbunny,SCR,26,R Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_026_R_EN_LG.png,"ASC-225,ASC-36,SCR-26"
Raboot,SCR,27,R Stage 1,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_027_R_EN_LG.png,"ASC-37,SCR-147,SCR-27"
Cinderace ex,SCR,28,R Stage 2,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_028_R_EN_LG.png,"ASC-38,SCR-157,SCR-28,SVP-163"
Charcadet,SCR,29,R Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_029_R_EN_LG.png,SCR-29
Blastoise ex,SCR,30,W Stage 2,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_030_R_EN_LG.png,"MEW-184,MEW-200,MEW-9,SCR-30"
Lapras,SCR,31,W Basic,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_031_R_EN_LG.png,SCR-31
Lapras ex,SCR,32,W Basic,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_032_R_EN_LG.png,"SCR-158,SCR-32,SVP-164"
Marill,SCR,33,W Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_033_R_EN_LG.png,SCR-33
Azumarill,SCR,34,W Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_034_R_EN_LG.png,SCR-34
Finneon,SCR,35,W Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_035_R_EN_LG.png,SCR-35
Lumineon,SCR,36,W Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_036_R_EN_LG.png,SCR-36
Tirtouga,SCR,37,W Stage 1,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_037_R_EN_LG.png,SCR-37
Carracosta,SCR,38,W Stage 2,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_038_R_EN_LG.png,SCR-38
Froakie,SCR,39,W Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_039_R_EN_LG.png,SCR-39
Frogadier,SCR,40,W Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_040_R_EN_LG.png,SCR-40
Greninja ex,SCR,41,W Stage 2,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_041_R_EN_LG.png,SCR-41
Crabominable,SCR,42,W Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_042_R_EN_LG.png,"SCR-149,SCR-42,SVP-134"
Chewtle,SCR,43,W Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_043_R_EN_LG.png,SCR-43
Drednaw,SCR,44,W Stage 1,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_044_R_EN_LG.png,SCR-44
Veluza,SCR,45,W Basic,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_045_R_EN_LG.png,SCR-45
Electabuzz,SCR,46,L Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_046_R_EN_LG.png,SCR-46
Electivire,SCR,47,L Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_047_R_EN_LG.png,SCR-47
Chinchou,SCR,48,L Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_048_R_EN_LG.png,SCR-48
Lanturn,SCR,49,L Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_049_R_EN_LG.png,SCR-49
Joltik,SCR,50,L Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_050_R_EN_LG.png,"SCR-150,SCR-50"
Galvantula ex,SCR,51,L Stage 1,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_051_R_EN_LG.png,"SCR-159,SCR-168,SCR-51"
Charjabug,SCR,52,L Stage 1,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_052_R_EN_LG.png,SCR-52
Vikavolt,SCR,53,L Stage 2,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_053_R_EN_LG.png,"ASC-230,ASC-66,SCR-53"
Togedemaru,SCR,54,L Basic,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_054_R_EN_LG.png,SCR-54
Zeraora,SCR,55,L Basic,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_055_R_EN_LG.png,"SCR-151,SCR-55"
Pawmi,SCR,56,L Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_056_R_EN_LG.png,SCR-56
Slowpoke,SCR,57,P Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_057_R_EN_LG.png,SCR-57
Slowking,SCR,58,P Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_058_R_EN_LG.png,SCR-58
Mewtwo,SCR,59,P Basic,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_059_R_EN_LG.png,SCR-59
Drifloon,SCR,60,P Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_060_R_EN_LG.png,SCR-60
Drifblim,SCR,61,P Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_061_R_EN_LG.png,"SCR-61,SVP-135"
Yamask,SCR,62,P Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_062_R_EN_LG.png,"PAR-75,SCR-62"
Comfey,SCR,63,P Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_063_R_EN_LG.png,SCR-63
Milcery,SCR,64,P Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_064_R_EN_LG.png,"SCR-152,SCR-64"
Alcremie,SCR,65,P Stage 1,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_065_R_EN_LG.png,SCR-65
Fidough,SCR,66,P Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_066_R_EN_LG.png,SCR-66
Dachsbun ex,SCR,67,P Stage 1,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_067_R_EN_LG.png,"SCR-160,SCR-169,SCR-67"
Flittle,SCR,68,P Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_068_R_EN_LG.png,SCR-68
Espathra,SCR,69,P Stage 1,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_069_R_EN_LG.png,SCR-69
Greavard,SCR,70,P Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_070_R_EN_LG.png,SCR-70
Iron Boulder,SCR,71,P Basic,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_071_R_EN_LG.png,"PRE-46,SCR-71"
Cubone,SCR,72,F Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_072_R_EN_LG.png,SCR-72
Marowak,SCR,73,F Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_073_R_EN_LG.png,SCR-73
Rhyhorn,SCR,74,F Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_074_R_EN_LG.png,SCR-74
Rhydon,SCR,75,F Stage 1,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_075_R_EN_LG.png,SCR-75
Rhyperior,SCR,76,F Stage 2,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_076_R_EN_LG.png,SCR-76
Meditite,SCR,77,F Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_077_R_EN_LG.png,SCR-77
Meditite,SCR,78,F Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_078_R_EN_LG.png,"SCR-153,SCR-78"
Medicham,SCR,79,F Stage 1,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_079_R_EN_LG.png,SCR-79
Medicham ex,SCR,80,F Stage 1,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_080_R_EN_LG.png,"SCR-161,SCR-80"
Riolu,SCR,81,F Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_081_R_EN_LG.png,SCR-81
Lucario ex,SCR,82,F Stage 1,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_082_R_EN_LG.png,SCR-82
Mienfoo,SCR,83,F Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_083_R_EN_LG.png,SCR-83
Mienshao,SCR,84,F Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_084_R_EN_LG.png,SCR-84
Pancham,SCR,85,F Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_085_R_EN_LG.png,SCR-85
Diancie,SCR,86,F Basic,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_086_R_EN_LG.png,SCR-86
Crabrawler,SCR,87,F Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_087_R_EN_LG.png,SCR-87
Falinks,SCR,88,F Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_088_R_EN_LG.png,SCR-88
Garganacl ex,SCR,89,F Stage 2,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_089_R_EN_LG.png,SCR-89
Koraidon,SCR,90,F Basic,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_090_R_EN_LG.png,SCR-90
Gulpin,SCR,91,D Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_091_R_EN_LG.png,"SCR-154,SCR-91"
Swalot,SCR,92,D Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_092_R_EN_LG.png,SCR-92
Pangoro,SCR,93,D Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_093_R_EN_LG.png,SCR-93
Impidimp,SCR,94,D Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_094_R_EN_LG.png,SCR-94
Morgrem,SCR,95,D Stage 1,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_095_R_EN_LG.png,SCR-95
Grimmsnarl,SCR,96,D Stage 2,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_096_R_EN_LG.png,SCR-96
Bombirdier,SCR,97,D Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_097_R_EN_LG.png,SCR-97
Jirachi,SCR,98,M Basic,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_098_R_EN_LG.png,SCR-98
Klink,SCR,99,M Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_099_R_EN_LG.png,SCR-99
Klang,SCR,100,M Stage 1,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_100_R_EN_LG.png,SCR-100
Klinklang,SCR,101,M Stage 2,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_101_R_EN_LG.png,SCR-101
Meltan,SCR,102,M Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_102_R_EN_LG.png,SCR-102
Meltan,SCR,103,M Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_103_R_EN_LG.png,SCR-103
Melmetal,SCR,104,M Stage 1,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_104_R_EN_LG.png,SCR-104
Melmetal ex,SCR,105,M Stage 1,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_105_R_EN_LG.png,SCR-105
Duraludon,SCR,106,M Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_106_R_EN_LG.png,"PRE-69,SCR-106"
Archaludon,SCR,107,M Stage 1,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_107_R_EN_LG.png,"PRE-70,SCR-107,SCR-155"
Varoom,SCR,108,M Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_108_R_EN_LG.png,SCR-108
Revavroom,SCR,109,M Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_109_R_EN_LG.png,SCR-109
Orthworm ex,SCR,110,M Basic,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_110_R_EN_LG.png,"SCR-110,SCR-162"
Raging Bolt,SCR,111,N Basic,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_111_R_EN_LG.png,SCR-111
Tauros,SCR,112,C Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_112_R_EN_LG.png,SCR-112
Eevee,SCR,113,C Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_113_R_EN_LG.png,SCR-113
Hoothoot,SCR,114,C Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_114_R_EN_LG.png,SCR-114
Noctowl,SCR,115,C Stage 1,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_115_R_EN_LG.png,"PRE-78,SCR-115,SVP-141"
Glameow,SCR,116,C Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_116_R_EN_LG.png,SCR-116
Purugly,SCR,117,C Stage 1,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_117_R_EN_LG.png,SCR-117
Fan Rotom,SCR,118,C Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_118_R_EN_LG.png,"ASC-171,ASC-250,PRE-85,SCR-118"
Bouffalant,SCR,119,C Basic,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_119_R_EN_LG.png,"SCR-119,SVP-136"
Tornadus,SCR,120,C Basic,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_120_R_EN_LG.png,SCR-120
Fletchling,SCR,121,C Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_121_R_EN_LG.png,SCR-121
Fletchinder,SCR,122,C Stage 1,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_122_R_EN_LG.png,SCR-122
Talonflame,SCR,123,C Stage 2,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_123_R_EN_LG.png,SCR-123
Wooloo,SCR,124,C Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_124_R_EN_LG.png,SCR-124
Dubwool,SCR,125,C Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_125_R_EN_LG.png,SCR-125
Lechonk,SCR,126,C Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_126_R_EN_LG.png,SCR-126
Cyclizar,SCR,127,C Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_127_R_EN_LG.png,SCR-127
Terapagos ex,SCR,128,C Basic,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_128_R_EN_LG.png,"ASC-179,PRE-169,PRE-180,PRE-92,SCR-128,SCR-170,SCR-173,SVP-165"
Antique Cover Fossil,SCR,129,Item,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_129_R_EN_LG.png,"BLK-80,SCR-129"
Antique Root Fossil,SCR,130,Item,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_130_R_EN_LG.png,SCR-130
Area Zero Underdepths,SCR,131,Stadium,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_131_R_EN_LG.png,"PRE-94,SCR-131,SCR-174"
Briar,SCR,132,Supporter,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_132_R_EN_LG.png,"PRE-100,SCR-132,SCR-163,SCR-171"
Crispin,SCR,133,Supporter,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_133_R_EN_LG.png,"PRE-105,PRE-171,SCR-133,SCR-164"
Deluxe Bomb,SCR,134,Tool,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_134_R_EN_LG.png,SCR-134
Glass Trumpet,SCR,135,Item,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_135_R_EN_LG.png,"ASC-189,ASC-260,PRE-110,SCR-135"
Grand Tree,SCR,136,Stadium,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_136_R_EN_LG.png,SCR-136
Gravity Gemstone,SCR,137,Tool,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_137_R_EN_LG.png,SCR-137
Kofu,SCR,138,Supporter,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_138_R_EN_LG.png,"SCR-138,SCR-165"
Lacey,SCR,139,Supporter,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_139_R_EN_LG.png,"PRE-114,PRE-175,SCR-139,SCR-166,SCR-172"
Occa Berry,SCR,140,Tool,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_140_R_EN_LG.png,SCR-140
Payapa Berry,SCR,141,Tool,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_141_R_EN_LG.png,SCR-141
Sparkling Crystal,SCR,142,Tool,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_142_R_EN_LG.png,"PRE-129,SCR-142"
Bulbasaur,SCR,143,G Basic,Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_143_R_EN_LG.png,"MEW-1,MEW-166,SCR-143"
Ledian,SCR,144,G Stage 1,Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_144_R_EN_LG.png,"SCR-144,SCR-3,SVP-133"
Lileep,SCR,145,G Stage 1,Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_145_R_EN_LG.png,"SCR-145,SCR-5"
Turtonator,SCR,146,R Basic,Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_146_R_EN_LG.png,"SCR-146,SCR-25"
Raboot,SCR,147,R Stage 1,Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_147_R_EN_LG.png,"ASC-37,SCR-147,SCR-27"
Squirtle,SCR,148,W Basic,Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_148_R_EN_LG.png,"MEW-170,MEW-7,SCR-148"
Crabominable,SCR,149,W Stage 1,Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_149_R_EN_LG.png,"SCR-149,SCR-42,SVP-134"
Joltik,SCR,150,L Basic,Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_150_R_EN_LG.png,"SCR-150,SCR-50"
Zeraora,SCR,151,L Basic,Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_151_R_EN_LG.png,"SCR-151,SCR-55"
Milcery,SCR,152,P Basic,Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_152_R_EN_LG.png,"SCR-152,SCR-64"
Meditite,SCR,153,F Basic,Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_153_R_EN_LG.png,"SCR-153,SCR-78"
Gulpin,SCR,154,D Basic,Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_154_R_EN_LG.png,"SCR-154,SCR-91"
Archaludon,SCR,155,M Stage 1,Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_155_R_EN_LG.png,"PRE-70,SCR-107,SCR-155"
Hydrapple ex,SCR,156,G Stage 2,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_156_R_EN_LG.png,"PRE-11,SCR-14,SCR-156,SCR-167"
Cinderace ex,SCR,157,R Stage 2,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_157_R_EN_LG.png,"ASC-38,SCR-157,SCR-28,SVP-163"
Lapras ex,SCR,158,W Basic,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_158_R_EN_LG.png,"SCR-158,SCR-32,SVP-164"
Galvantula ex,SCR,159,L Stage 1,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_159_R_EN_LG.png,"SCR-159,SCR-168,SCR-51"
Dachsbun ex,SCR,160,P Stage 1,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_160_R_EN_LG.png,"SCR-160,SCR-169,SCR-67"
Medicham ex,SCR,161,F Stage 1,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_161_R_EN_LG.png,"SCR-161,SCR-80"
Orthworm ex,SCR,162,M Basic,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_162_R_EN_LG.png,"SCR-110,SCR-162"
Briar,SCR,163,Supporter,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_163_R_EN_LG.png,"PRE-100,SCR-132,SCR-163,SCR-171"
Crispin,SCR,164,Supporter,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_164_R_EN_LG.png,"PRE-105,PRE-171,SCR-133,SCR-164"
Kofu,SCR,165,Supporter,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_165_R_EN_LG.png,"SCR-138,SCR-165"
Lacey,SCR,166,Supporter,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_166_R_EN_LG.png,"PRE-114,PRE-175,SCR-139,SCR-166,SCR-172"
Hydrapple ex,SCR,167,G Stage 2,Special Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_167_R_EN_LG.png,"PRE-11,SCR-14,SCR-156,SCR-167"
Galvantula ex,SCR,168,L Stage 1,Special Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_168_R_EN_LG.png,"SCR-159,SCR-168,SCR-51"
Dachsbun ex,SCR,169,P Stage 1,Special Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_169_R_EN_LG.png,"SCR-160,SCR-169,SCR-67"
Terapagos ex,SCR,170,C Basic,Special Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_170_R_EN_LG.png,"ASC-179,PRE-169,PRE-180,PRE-92,SCR-128,SCR-170,SCR-173,SVP-165"
Briar,SCR,171,Supporter,Special Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SCR/SCR_171_R_EN_LG.png,"PRE-100,SCR-132,SCR-163,SCR-171"
