tournament_id;date;archetype_id;group;set;number;card;copies_total;lists_with_card;lists_total;avg_count;inclusion_rate
6a963bc7629039f77d8a717f;2026-09-07;mega-excadrill-ex;trainer;MEG;125;Rare Candy;3;3;9;0.3333;0.3333
6a963bc7629039f77d8a717f;2026-09-07;mega-excadrill-ex;trainer;TEF;152;Hero's Cape;6;6;9;0.6667;0.6667
6a963bc7629039f77d8a717f;2026-09-07;mega-excadrill-ex;energy;MEE;8;Metal Energy;146;9;9;16.2222;1.0
6a963bc7629039f77d8a717f;2026-09-07;hydreigon-ex;pokemon;SSP;117;Deino;4;1;1;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hydreigon-ex;pokemon;SSP;118;Zweilous;2;1;1;2.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hydreigon-ex;pokemon;SSP;119;Hydreigon ex;3;1;1;3.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hydreigon-ex;pokemon;TEF;128;Dunsparce;3;1;1;3.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hydreigon-ex;pokemon;TEF;129;Dudunsparce;3;1;1;3.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hydreigon-ex;pokemon;MEG;28;Cinderace;2;1;1;2.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hydreigon-ex;pokemon;POR;62;Meowth ex;1;1;1;1.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hydreigon-ex;pokemon;TWM;95;Munkidori;1;1;1;1.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hydreigon-ex;pokemon;DRI;10;Shaymin;1;1;1;1.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hydreigon-ex;trainer;MEG;119;Lillie's Determination;4;1;1;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hydreigon-ex;trainer;SCR;133;Crispin;2;1;1;2.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hydreigon-ex;trainer;MEG;114;Boss's Orders;2;1;1;2.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hydreigon-ex;trainer;WHT;84;Hilda;2;1;1;2.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hydreigon-ex;trainer;SFA;64;Xerosic's Machinations;1;1;1;1.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hydreigon-ex;trainer;SSP;170;Cyrano;1;1;1;1.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hydreigon-ex;trainer;DRI;176;Team Rocket's Petrel;1;1;1;1.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hydreigon-ex;trainer;MEG;125;Rare Candy;4;1;1;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hydreigon-ex;trainer;TEF;144;Buddy-Buddy Poffin;4;1;1;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hydreigon-ex;trainer;POR;81;Poké Pad;3;1;1;3.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hydreigon-ex;trainer;MEG;131;Ultra Ball;2;1;1;2.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hydreigon-ex;trainer;ASC;196;Night Stretcher;2;1;1;2.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hydreigon-ex;trainer;CRI;82;Special Red Card;1;1;1;1.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hydreigon-ex;trainer;MEG;127;Risky Ruins;1;1;1;1.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hydreigon-ex;energy;MEE;7;Darkness Energy;5;1;1;5.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hydreigon-ex;energy;MEE;8;Metal Energy;2;1;1;2.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hydreigon-ex;energy;MEE;5;Psychic Energy;2;1;1;2.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hydreigon-ex;energy;TEF;162;Neo Upper Energy;1;1;1;1.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;dhelmise-pbl;pokemon;PBL;5;Poltchageist;24;6;6;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;dhelmise-pbl;pokemon;PBL;6;Sinistcha;24;6;6;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;dhelmise-pbl;pokemon;PBL;33;Shuppet;24;6;6;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;dhelmise-pbl;pokemon;PBL;34;Banette;23;6;6;3.8333;1.0
6a963bc7629039f77d8a717f;2026-09-07;dhelmise-pbl;pokemon;PBL;39;Dhelmise;23;6;6;3.8333;1.0
6a963bc7629039f77d8a717f;2026-09-07;dhelmise-pbl;pokemon;TEF;128;Dunsparce;2;1;6;0.3333;0.1667
6a963bc7629039f77d8a717f;2026-09-07;dhelmise-pbl;pokemon;TEF;129;Dudunsparce;7;4;6;1.1667;0.6667
6a963bc7629039f77d8a717f;2026-09-07;dhelmise-pbl;pokemon;JTG;56;Lillie's Clefairy ex;6;5;6;1.0;0.8333
6a963bc7629039f77d8a717f;2026-09-07;dhelmise-pbl;pokemon;PBL;35;Spiritomb;8;6;6;1.3333;1.0
6a963bc7629039f77d8a717f;2026-09-07;dhelmise-pbl;pokemon;ASC;142;Fezandipiti ex;1;1;6;0.1667;0.1667
6a963bc7629039f77d8a717f;2026-09-07;dhelmise-pbl;trainer;PBL;78;Gwynn;21;6;6;3.5;1.0
6a963bc7629039f77d8a717f;2026-09-07;dhelmise-pbl;trainer;MEG;114;Boss's Orders;14;6;6;2.3333;1.0
6a963bc7629039f77d8a717f;2026-09-07;dhelmise-pbl;trainer;JTG;146;Brock's Scouting;1;1;6;0.1667;0.1667
6a963bc7629039f77d8a717f;2026-09-07;dhelmise-pbl;trainer;MEG;119;Lillie's Determination;7;4;6;1.1667;0.6667
6a963bc7629039f77d8a717f;2026-09-07;dhelmise-pbl;trainer;POR;76;Judge;3;2;6;0.5;0.3333
6a963bc7629039f77d8a717f;2026-09-07;dhelmise-pbl;trainer;MEG;131;Ultra Ball;17;5;6;2.8333;0.8333
6a963bc7629039f77d8a717f;2026-09-07;dhelmise-pbl;trainer;SSP;164;Brilliant Blender;3;3;6;0.5;0.5
6a963bc7629039f77d8a717f;2026-09-07;dhelmise-pbl;trainer;ASC;196;Night Stretcher;11;5;6;1.8333;0.8333
6a963bc7629039f77d8a717f;2026-09-07;dhelmise-pbl;trainer;TEF;144;Buddy-Buddy Poffin;7;3;6;1.1667;0.5
6a963bc7629039f77d8a717f;2026-09-07;dhelmise-pbl;trainer;PRE;111;Haban Berry;1;1;6;0.1667;0.1667
6a963bc7629039f77d8a717f;2026-09-07;dhelmise-pbl;trainer;CRI;80;Prism Tower;11;5;6;1.8333;0.8333
6a963bc7629039f77d8a717f;2026-09-07;dhelmise-pbl;energy;MEE;5;Psychic Energy;25;6;6;4.1667;1.0
6a963bc7629039f77d8a717f;2026-09-07;dhelmise-pbl;energy;POR;88;Telepathic Psychic Energy;24;6;6;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hops-trevenant;pokemon;ASC;95;Hop's Phantump;16;4;4;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hops-trevenant;pokemon;ASC;96;Hop's Trevenant;13;4;4;3.25;1.0
6a963bc7629039f77d8a717f;2026-09-07;hops-trevenant;pokemon;JTG;117;Hop's Snorlax;7;4;4;1.75;1.0
6a963bc7629039f77d8a717f;2026-09-07;hops-trevenant;pokemon;JTG;135;Hop's Wooloo;3;3;4;0.75;0.75
6a963bc7629039f77d8a717f;2026-09-07;hops-trevenant;pokemon;JTG;136;Hop's Dubwool;3;3;4;0.75;0.75
6a963bc7629039f77d8a717f;2026-09-07;hops-trevenant;pokemon;DRI;10;Shaymin;4;4;4;1.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hops-trevenant;pokemon;JTG;138;Hop's Cramorant;4;4;4;1.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hops-trevenant;pokemon;JTG;56;Lillie's Clefairy ex;4;4;4;1.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hops-trevenant;trainer;MEG;119;Lillie's Determination;16;4;4;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hops-trevenant;trainer;DRI;176;Team Rocket's Petrel;15;4;4;3.75;1.0
6a963bc7629039f77d8a717f;2026-09-07;hops-trevenant;trainer;MEG;114;Boss's Orders;12;4;4;3.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hops-trevenant;trainer;TWM;151;Hassel;7;4;4;1.75;1.0
6a963bc7629039f77d8a717f;2026-09-07;hops-trevenant;trainer;JTG;157;Ruffian;1;1;4;0.25;0.25
6a963bc7629039f77d8a717f;2026-09-07;hops-trevenant;trainer;POR;81;Poké Pad;16;4;4;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hops-trevenant;trainer;ASC;196;Night Stretcher;12;4;4;3.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hops-trevenant;trainer;MEG;130;Switch;5;4;4;1.25;1.0
6a963bc7629039f77d8a717f;2026-09-07;hops-trevenant;trainer;JTG;147;Hop's Bag;8;4;4;2.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hops-trevenant;trainer;SVI;186;Pokégear 3.0;13;4;4;3.25;1.0
6a963bc7629039f77d8a717f;2026-09-07;hops-trevenant;trainer;TWM;163;Secret Box;4;4;4;1.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hops-trevenant;trainer;JTG;148;Hop's Choice Band;16;4;4;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hops-trevenant;trainer;ASC;181;Air Balloon;2;2;4;0.5;0.5
6a963bc7629039f77d8a717f;2026-09-07;hops-trevenant;trainer;JTG;151;Lillie's Pearl;1;1;4;0.25;0.25
6a963bc7629039f77d8a717f;2026-09-07;hops-trevenant;trainer;JTG;154;Postwick;16;4;4;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;hops-trevenant;energy;TEF;161;Mist Energy;14;4;4;3.5;1.0
6a963bc7629039f77d8a717f;2026-09-07;hops-trevenant;energy;POR;88;Telepathic Psychic Energy;16;4;4;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;slowking-scr;pokemon;SCR;57;Slowpoke;44;11;12;3.6667;0.9167
6a963bc7629039f77d8a717f;2026-09-07;slowking-scr;pokemon;SCR;58;Slowking;36;12;12;3.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;slowking-scr;pokemon;MEG;104;Mega Kangaskhan ex;33;12;12;2.75;1.0
6a963bc7629039f77d8a717f;2026-09-07;slowking-scr;pokemon;SSP;76;Latias ex;24;12;12;2.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;slowking-scr;pokemon;SFA;47;Kyurem;22;12;12;1.8333;1.0
6a963bc7629039f77d8a717f;2026-09-07;slowking-scr;pokemon;CRI;61;Metagross;18;12;12;1.5;1.0
6a963bc7629039f77d8a717f;2026-09-07;slowking-scr;pokemon;JTG;56;Lillie's Clefairy ex;11;11;12;0.9167;0.9167
6a963bc7629039f77d8a717f;2026-09-07;slowking-scr;pokemon;POR;62;Meowth ex;12;12;12;1.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;slowking-scr;pokemon;ASC;142;Fezandipiti ex;12;12;12;1.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;slowking-scr;pokemon;ASC;98;Spectrier;2;2;12;0.1667;0.1667
6a963bc7629039f77d8a717f;2026-09-07;slowking-scr;pokemon;PBL;41;Annihilape;3;3;12;0.25;0.25
6a963bc7629039f77d8a717f;2026-09-07;slowking-scr;pokemon;DRI;78;Zeraora;7;7;12;0.5833;0.5833
6a963bc7629039f77d8a717f;2026-09-07;slowking-scr;trainer;TEF;145;Ciphermaniac's Codebreaking;43;12;12;3.5833;1.0
6a963bc7629039f77d8a717f;2026-09-07;slowking-scr;trainer;MEG;119;Lillie's Determination;47;12;12;3.9167;1.0
6a963bc7629039f77d8a717f;2026-09-07;slowking-scr;trainer;MEG;131;Ultra Ball;45;12;12;3.75;1.0
6a963bc7629039f77d8a717f;2026-09-07;slowking-scr;trainer;POR;81;Poké Pad;46;12;12;3.8333;1.0
6a963bc7629039f77d8a717f;2026-09-07;slowking-scr;trainer;PFL;94;Wondrous Patch;35;12;12;2.9167;1.0
6a963bc7629039f77d8a717f;2026-09-07;slowking-scr;trainer;ASC;196;Night Stretcher;29;12;12;2.4167;1.0
6a963bc7629039f77d8a717f;2026-09-07;slowking-scr;trainer;CRI;82;Special Red Card;1;1;12;0.0833;0.0833
6a963bc7629039f77d8a717f;2026-09-07;slowking-scr;trainer;TWM;163;Secret Box;7;7;12;0.5833;0.5833
6a963bc7629039f77d8a717f;2026-09-07;slowking-scr;trainer;MEG;130;Switch;9;9;12;0.75;0.75
6a963bc7629039f77d8a717f;2026-09-07;slowking-scr;trainer;TWM;158;Lucky Helmet;8;7;12;0.6667;0.5833
6a963bc7629039f77d8a717f;2026-09-07;slowking-scr;trainer;SFA;54;Academy at Night;48;12;12;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;slowking-scr;energy;MEE;5;Psychic Energy;42;12;12;3.5;1.0
6a963bc7629039f77d8a717f;2026-09-07;slowking-scr;energy;POR;88;Telepathic Psychic Energy;47;12;12;3.9167;1.0
6a963bc7629039f77d8a717f;2026-09-07;slowking-scr;energy;TWM;166;Boomerang Energy;22;12;12;1.8333;1.0
6a963bc7629039f77d8a717f;2026-09-07;festival-lead;pokemon;TWM;16;Rillaboom;1;1;6;0.1667;0.1667
6a963bc7629039f77d8a717f;2026-09-07;festival-lead;pokemon;SCR;12;Applin;4;2;6;0.6667;0.3333
6a963bc7629039f77d8a717f;2026-09-07;festival-lead;pokemon;DRI;24;Rellor;2;2;6;0.3333;0.3333
6a963bc7629039f77d8a717f;2026-09-07;festival-lead;trainer;DRI;168;Sacred Ash;2;2;6;0.3333;0.3333
6a963bc7629039f77d8a717f;2026-09-07;grimmsnarl-froslass;pokemon;DRI;134;Marnie's Impidimp;18;5;5;3.6;1.0
6a963bc7629039f77d8a717f;2026-09-07;grimmsnarl-froslass;pokemon;DRI;135;Marnie's Morgrem;11;5;5;2.2;1.0
6a963bc7629039f77d8a717f;2026-09-07;grimmsnarl-froslass;pokemon;DRI;136;Marnie's Grimmsnarl ex;13;5;5;2.6;1.0
6a963bc7629039f77d8a717f;2026-09-07;grimmsnarl-froslass;pokemon;TWM;95;Munkidori;19;5;5;3.8;1.0
6a963bc7629039f77d8a717f;2026-09-07;grimmsnarl-froslass;pokemon;ASC;46;Snorunt;14;5;5;2.8;1.0
6a963bc7629039f77d8a717f;2026-09-07;grimmsnarl-froslass;pokemon;TWM;53;Froslass;13;5;5;2.6;1.0
6a963bc7629039f77d8a717f;2026-09-07;grimmsnarl-froslass;pokemon;ASC;16;Budew;8;5;5;1.6;1.0
6a963bc7629039f77d8a717f;2026-09-07;grimmsnarl-froslass;pokemon;MEG;88;Yveltal;5;5;5;1.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;grimmsnarl-froslass;pokemon;TWM;131;Tatsugiri;2;2;5;0.4;0.4
6a963bc7629039f77d8a717f;2026-09-07;grimmsnarl-froslass;trainer;MEG;119;Lillie's Determination;20;5;5;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;grimmsnarl-froslass;trainer;MEG;114;Boss's Orders;15;5;5;3.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;grimmsnarl-froslass;trainer;DRI;176;Team Rocket's Petrel;11;5;5;2.2;1.0
6a963bc7629039f77d8a717f;2026-09-07;grimmsnarl-froslass;trainer;PBL;78;Gwynn;8;4;5;1.6;0.8
6a963bc7629039f77d8a717f;2026-09-07;grimmsnarl-froslass;trainer;POR;81;Poké Pad;20;5;5;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;grimmsnarl-froslass;trainer;ASC;196;Night Stretcher;12;5;5;2.4;1.0
6a963bc7629039f77d8a717f;2026-09-07;grimmsnarl-froslass;trainer;MEG;125;Rare Candy;10;5;5;2.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;grimmsnarl-froslass;trainer;TEF;144;Buddy-Buddy Poffin;11;5;5;2.2;1.0
6a963bc7629039f77d8a717f;2026-09-07;grimmsnarl-froslass;trainer;TWM;163;Secret Box;3;3;5;0.6;0.6
6a963bc7629039f77d8a717f;2026-09-07;grimmsnarl-froslass;trainer;CRI;82;Special Red Card;5;5;5;1.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;grimmsnarl-froslass;trainer;ASC;181;Air Balloon;6;5;5;1.2;1.0
6a963bc7629039f77d8a717f;2026-09-07;grimmsnarl-froslass;trainer;DRI;169;Spikemuth Gym;20;5;5;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;grimmsnarl-froslass;energy;MEE;7;Darkness Energy;43;5;5;8.6;1.0
6a963bc7629039f77d8a717f;2026-09-07;crustle-dri;trainer;CRI;80;Prism Tower;1;1;8;0.125;0.125
6a963bc7629039f77d8a717f;2026-09-07;rockets-honchkrow;pokemon;DRI;127;Team Rocket's Murkrow;20;5;5;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;rockets-honchkrow;pokemon;ASC;127;Team Rocket's Honchkrow;15;5;5;3.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;rockets-honchkrow;pokemon;DRI;153;Team Rocket's Porygon;10;5;5;2.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;rockets-honchkrow;pokemon;DRI;154;Team Rocket's Porygon2;5;5;5;1.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;rockets-honchkrow;pokemon;DRI;51;Team Rocket's Articuno;10;5;5;2.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;rockets-honchkrow;trainer;DRI;174;Team Rocket's Giovanni;20;5;5;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;rockets-honchkrow;trainer;DRI;170;Team Rocket's Archer;20;5;5;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;rockets-honchkrow;trainer;DRI;176;Team Rocket's Petrel;18;5;5;3.6;1.0
6a963bc7629039f77d8a717f;2026-09-07;rockets-honchkrow;trainer;DRI;177;Team Rocket's Proton;20;5;5;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;rockets-honchkrow;trainer;DRI;171;Team Rocket's Ariana;20;5;5;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;rockets-honchkrow;trainer;PRE;127;Roto-Stick;18;5;5;3.6;1.0
6a963bc7629039f77d8a717f;2026-09-07;rockets-honchkrow;trainer;DRI;178;Team Rocket's Transceiver;20;5;5;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;rockets-honchkrow;trainer;POR;81;Poké Pad;19;5;5;3.8;1.0
6a963bc7629039f77d8a717f;2026-09-07;rockets-honchkrow;trainer;ASC;196;Night Stretcher;14;5;5;2.8;1.0
6a963bc7629039f77d8a717f;2026-09-07;rockets-honchkrow;trainer;SSP;183;Miracle Headset;5;5;5;1.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;rockets-honchkrow;trainer;SVI;186;Pokégear 3.0;3;3;5;0.6;0.6
6a963bc7629039f77d8a717f;2026-09-07;rockets-honchkrow;trainer;MEG;131;Ultra Ball;3;3;5;0.6;0.6
6a963bc7629039f77d8a717f;2026-09-07;rockets-honchkrow;trainer;ASC;212;Tool Scrapper;1;1;5;0.2;0.2
6a963bc7629039f77d8a717f;2026-09-07;rockets-honchkrow;trainer;DRI;173;Team Rocket's Factory;15;5;5;3.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;rockets-honchkrow;energy;DRI;182;Team Rocket's Energy;20;5;5;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;rockets-honchkrow;energy;WHT;86;Ignition Energy;20;5;5;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;mega-chandelure-ex;pokemon;PBL;36;Litwick;8;2;2;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;mega-chandelure-ex;pokemon;PBL;37;Lampent;8;2;2;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;mega-chandelure-ex;pokemon;PBL;38;Mega Chandelure ex;6;2;2;3.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;mega-chandelure-ex;pokemon;TWM;38;Chandelure;7;2;2;3.5;1.0
6a963bc7629039f77d8a717f;2026-09-07;mega-chandelure-ex;pokemon;SCR;63;Comfey;3;2;2;1.5;1.0
6a963bc7629039f77d8a717f;2026-09-07;mega-chandelure-ex;pokemon;BLK;40;Elgyem;2;2;2;1.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;mega-chandelure-ex;pokemon;JTG;8;Maractus;2;2;2;1.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;mega-chandelure-ex;pokemon;DRI;10;Shaymin;2;2;2;1.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;mega-chandelure-ex;pokemon;ASC;16;Budew;1;1;2;0.5;0.5
6a963bc7629039f77d8a717f;2026-09-07;mega-chandelure-ex;pokemon;SSP;96;Flutter Mane;1;1;2;0.5;0.5
6a963bc7629039f77d8a717f;2026-09-07;mega-chandelure-ex;pokemon;BLK;25;Cubchoo;1;1;2;0.5;0.5
6a963bc7629039f77d8a717f;2026-09-07;mega-chandelure-ex;trainer;MEG;119;Lillie's Determination;6;2;2;3.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;mega-chandelure-ex;trainer;SFA;64;Xerosic's Machinations;6;2;2;3.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;mega-chandelure-ex;trainer;WHT;84;Hilda;6;2;2;3.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;mega-chandelure-ex;trainer;MEG;114;Boss's Orders;6;2;2;3.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;mega-chandelure-ex;trainer;TWM;155;Lana's Aid;2;2;2;1.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;mega-chandelure-ex;trainer;POR;81;Poké Pad;8;2;2;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;mega-chandelure-ex;trainer;TEF;144;Buddy-Buddy Poffin;4;2;2;2.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;mega-chandelure-ex;trainer;ASC;196;Night Stretcher;4;2;2;2.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;mega-chandelure-ex;trainer;MEG;125;Rare Candy;4;2;2;2.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;mega-chandelure-ex;trainer;MEG;131;Ultra Ball;4;2;2;2.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;mega-chandelure-ex;trainer;SSP;183;Miracle Headset;1;1;2;0.5;0.5
6a963bc7629039f77d8a717f;2026-09-07;mega-chandelure-ex;trainer;ASC;181;Air Balloon;4;2;2;2.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;mega-chandelure-ex;trainer;TWM;150;Handheld Fan;1;1;2;0.5;0.5
6a963bc7629039f77d8a717f;2026-09-07;mega-chandelure-ex;energy;POR;88;Telepathic Psychic Energy;8;2;2;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;mega-chandelure-ex;energy;MEE;2;Fire Energy;5;2;2;2.5;1.0
6a963bc7629039f77d8a717f;2026-09-07;mega-chandelure-ex;energy;MEE;5;Psychic Energy;4;2;2;2.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;mega-chandelure-ex;energy;ASC;216;Prism Energy;2;1;2;1.0;0.5
6a963bc7629039f77d8a717f;2026-09-07;beedrill-ex-cri;pokemon;CRI;1;Weedle;12;3;3;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;beedrill-ex-cri;pokemon;CRI;2;Kakuna;12;3;3;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;beedrill-ex-cri;pokemon;CRI;3;Beedrill ex;12;3;3;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;beedrill-ex-cri;pokemon;TEF;128;Dunsparce;10;3;3;3.3333;1.0
6a963bc7629039f77d8a717f;2026-09-07;beedrill-ex-cri;pokemon;JTG;120;Dunsparce;1;1;3;0.3333;0.3333
6a963bc7629039f77d8a717f;2026-09-07;beedrill-ex-cri;pokemon;TEF;129;Dudunsparce;9;3;3;3.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;beedrill-ex-cri;pokemon;POR;62;Meowth ex;3;3;3;1.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;beedrill-ex-cri;pokemon;ASC;142;Fezandipiti ex;3;3;3;1.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;beedrill-ex-cri;pokemon;SCR;118;Fan Rotom;3;3;3;1.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;beedrill-ex-cri;trainer;MEG;119;Lillie's Determination;12;3;3;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;beedrill-ex-cri;trainer;TEF;145;Ciphermaniac's Codebreaking;2;1;3;0.6667;0.3333
6a963bc7629039f77d8a717f;2026-09-07;beedrill-ex-cri;trainer;MEG;114;Boss's Orders;6;3;3;2.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;beedrill-ex-cri;trainer;POR;76;Judge;2;2;3;0.6667;0.6667
6a963bc7629039f77d8a717f;2026-09-07;beedrill-ex-cri;trainer;TEF;144;Buddy-Buddy Poffin;11;3;3;3.6667;1.0
6a963bc7629039f77d8a717f;2026-09-07;beedrill-ex-cri;trainer;POR;81;Poké Pad;12;3;3;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;beedrill-ex-cri;trainer;TWM;143;Bug Catching Set;12;3;3;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;beedrill-ex-cri;trainer;MEG;131;Ultra Ball;8;3;3;2.6667;1.0
6a963bc7629039f77d8a717f;2026-09-07;beedrill-ex-cri;trainer;CRI;82;Special Red Card;3;3;3;1.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;beedrill-ex-cri;trainer;JTG;156;Redeemable Ticket;3;3;3;1.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;beedrill-ex-cri;trainer;TWM;165;Unfair Stamp;1;1;3;0.3333;0.3333
6a963bc7629039f77d8a717f;2026-09-07;beedrill-ex-cri;trainer;DRI;168;Sacred Ash;1;1;3;0.3333;0.3333
6a963bc7629039f77d8a717f;2026-09-07;beedrill-ex-cri;trainer;MEG;117;Forest of Vitality;11;3;3;3.6667;1.0
6a963bc7629039f77d8a717f;2026-09-07;beedrill-ex-cri;energy;MEE;1;Grass Energy;12;3;3;4.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;dragapult-ex;trainer;CRI;76;AZ's Tranquility;1;1;38;0.0263;0.0263
6a963bc7629039f77d8a717f;2026-09-07;dragapult-ex;pokemon;MEG;31;Chi-Yu;1;1;38;0.0263;0.0263
6a963bc7629039f77d8a717f;2026-09-07;dragapult-ex;trainer;TWM;148;Enhanced Hammer;1;1;38;0.0263;0.0263
6a963bc7629039f77d8a717f;2026-09-07;sharpedo-toxtricity;pokemon;PFL;67;Toxel;10;5;5;2.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;sharpedo-toxtricity;pokemon;PFL;68;Toxtricity;10;5;5;2.0;1.0
6a963bc7629039f77d8a717f;2026-09-07;sharpedo-toxtricity;pokemon;TEF;68;Bronzor;2;1;5;0.4;0.2
6a963bc7629039f77d8a717f;2026-09-07;sharpedo-toxtricity;pokemon;TEF;69;Bronzong;2;1;5;0.4;0.2
6a963bc7629039f77d8a717f;2026-09-07;sharpedo-toxtricity;pokemon;PFL;60;Carvanha;18;5;5;3.6;1.0
6a963bc7629039f77d8a717f;2026-09-07;sharpedo-toxtricity;pokemon;PFL;61;Mega Sharpedo ex;15;5;5;3.0;1.0
