name,set,number,type,rarity,image_url,international_prints
Zorua,SFA,31,D Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_031_R_EN_LG.png,SFA-31
Zoroark,SFA,32,D Stage 1,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_032_R_EN_LG.png,SFA-32
Inkay,SFA,33,D Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_033_R_EN_LG.png,SFA-33
Malamar,SFA,34,D Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_034_R_EN_LG.png,SFA-34
Yveltal,SFA,35,D Basic,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_035_R_EN_LG.png,SFA-35
Okidogi ex,SFA,36,D Basic,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_036_R_EN_LG.png,SFA-36
Munkidori ex,SFA,37,D Basic,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_037_R_EN_LG.png,SFA-37
Fezandipiti ex,SFA,38,D Basic,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_038_R_EN_LG.png,SFA-38
Pecharunt ex,SFA,39,D Basic,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_039_R_EN_LG.png,SFA-39
Genesect,SFA,40,M Basic,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_040_R_EN_LG.png,SFA-40
Cufant,SFA,41,M Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_041_R_EN_LG.png,SFA-41
Copperajah,SFA,42,M Stage 1,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_042_R_EN_LG.png,SFA-42
Varoom,SFA,43,M Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_043_R_EN_LG.png,SFA-43
Axew,SFA,44,N Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_044_R_EN_LG.png,SFA-44
Fraxure,SFA,45,N Stage 1,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_045_R_EN_LG.png,SFA-45
Haxorus,SFA,46,N Stage 2,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_046_R_EN_LG.png,SFA-46
Kyurem,SFA,47,N Basic,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_047_R_EN_LG.png,SFA-47
Meowth,SFA,48,C Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_048_R_EN_LG.png,SFA-48
Persian,SFA,49,C Stage 1,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_049_R_EN_LG.png,SFA-49
Eevee,SFA,50,C Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_050_R_EN_LG.png,SFA-50
Furfrou,SFA,51,C Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_051_R_EN_LG.png,SFA-51
Stufful,SFA,52,C Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_052_R_EN_LG.png,SFA-52
Bewear,SFA,53,C Stage 1,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_053_R_EN_LG.png,SFA-53
Academy at Night,SFA,54,Stadium,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_054_R_EN_LG.png,SFA-54
Binding Mochi,SFA,55,Tool,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_055_R_EN_LG.png,SFA-55
Cassiopeia,SFA,56,Supporter,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_056_R_EN_LG.png,SFA-56
Colress's Tenacity,SFA,57,Supporter,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_057_R_EN_LG.png,SFA-57
Dangerous Laser,SFA,58,Item,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_058_R_EN_LG.png,SFA-58
Janine's Secret Art,SFA,59,Supporter,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_059_R_EN_LG.png,SFA-59
Neutralization Zone,SFA,60,Stadium,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_060_R_EN_LG.png,SFA-60
Night Stretcher,SFA,61,Item,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_061_R_EN_LG.png,SFA-61
Poké Vital A,SFA,62,Item,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_062_R_EN_LG.png,SFA-62
Powerglass,SFA,63,Tool,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_063_R_EN_LG.png,SFA-63
Xerosic's Machinations,SFA,64,Supporter,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_064_R_EN_LG.png,SFA-64
Tapu Bulu,SFA,65,G Basic,Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_065_R_EN_LG.png,SFA-65
Houndoom,SFA,66,R Stage 1,Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_066_R_EN_LG.png,SFA-66
Horsea,SFA,67,W Basic,Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_067_R_EN_LG.png,SFA-67
Duskull,SFA,68,P Basic,Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_068_R_EN_LG.png,SFA-68
Dusclops,SFA,69,P Stage 1,Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_069_R_EN_LG.png,SFA-69
Dusknoir,SFA,70,P Stage 2,Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_070_R_EN_LG.png,SFA-70
Cresselia,SFA,71,P Basic,Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_071_R_EN_LG.png,SFA-71
Munkidori,SFA,72,P Basic,Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_072_R_EN_LG.png,SFA-72
Fezandipiti,SFA,73,P Basic,Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_073_R_EN_LG.png,SFA-73
Okidogi,SFA,74,F Basic,Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_074_R_EN_LG.png,SFA-74
Zorua,SFA,75,D Basic,Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_075_R_EN_LG.png,SFA-75
Cufant,SFA,76,M Basic,Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_076_R_EN_LG.png,SFA-76
Fraxure,SFA,77,N Stage 1,Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_077_R_EN_LG.png,SFA-77
Persian,SFA,78,C Stage 1,Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_078_R_EN_LG.png,SFA-78
Bewear,SFA,79,C Stage 1,Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_079_R_EN_LG.png,SFA-79
Kingdra ex,SFA,80,W Stage 2,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_080_R_EN_LG.png,SFA-80
Revavroom ex,SFA,81,L Stage 1,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_081_R_EN_LG.png,SFA-81
Okidogi ex,SFA,82,D Basic,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_082_R_EN_LG.png,SFA-82
Munkidori ex,SFA,83,D Basic,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_083_R_EN_LG.png,SFA-83
Fezandipiti ex,SFA,84,D Basic,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_084_R_EN_LG.png,SFA-84
Pecharunt ex,SFA,85,D Basic,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_085_R_EN_LG.png,SFA-85
Cassiopeia,SFA,86,Supporter,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_086_R_EN_LG.png,SFA-86
Colress's Tenacity,SFA,87,Supporter,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_087_R_EN_LG.png,SFA-87
Janine's Secret Art,SFA,88,Supporter,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_088_R_EN_LG.png,SFA-88
Xerosic's Machinations,SFA,89,Supporter,Ultra Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_089_R_EN_LG.png,SFA-89
Okidogi ex,SFA,90,D Basic,Special Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_090_R_EN_LG.png,SFA-90
Munkidori ex,SFA,91,D Basic,Special Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_091_R_EN_LG.png,SFA-91
Fezandipiti ex,SFA,92,D Basic,Special Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_092_R_EN_LG.png,SFA-92
Pecharunt ex,SFA,93,D Basic,Special Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_093_R_EN_LG.png,SFA-93
Cassiopeia,SFA,94,Supporter,Special Art Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_094_R_EN_LG.png,SFA-94
Pecharunt ex,SFA,95,D Basic,Secret Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_095_R_EN_LG.png,SFA-95
Earthen Vessel,SFA,96,Item,Secret Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_096_R_EN_LG.png,SFA-96
Powerglass,SFA,97,Tool,Secret Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_097_R_EN_LG.png,SFA-97
Darkness Energy,SFA,98,Basic Energy,Secret Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_098_R_EN_LG.png,SFA-98
Metal Energy,SFA,99,Basic Energy,Secret Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/SFA/SFA_099_R_EN_LG.png,SFA-99
Tangela,TWM,1,G Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_001_R_EN_LG.png,TWM-1
Tangrowth,TWM,2,G Stage 1,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_002_R_EN_LG.png,TWM-2
Pinsir,TWM,3,G Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_003_R_EN_LG.png,TWM-3
Spinarak,TWM,4,G Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_004_R_EN_LG.png,TWM-4
Ariados,TWM,5,G Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_005_R_EN_LG.png,TWM-5
Sunkern,TWM,6,G Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_006_R_EN_LG.png,TWM-6
Sunflora,TWM,7,G Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_007_R_EN_LG.png,TWM-7
Heracross,TWM,8,G Basic,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_008_R_EN_LG.png,TWM-8
Volbeat,TWM,9,G Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_009_R_EN_LG.png,TWM-9
Illumise,TWM,10,G Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_010_R_EN_LG.png,TWM-10
Leafeon,TWM,11,G Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_011_R_EN_LG.png,TWM-11
Phantump,TWM,12,G Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_012_R_EN_LG.png,TWM-12
Trevenant,TWM,13,G Stage 1,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_013_R_EN_LG.png,TWM-13
Grookey,TWM,14,G Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_014_R_EN_LG.png,TWM-14
Thwackey,TWM,15,G Stage 1,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_015_R_EN_LG.png,TWM-15
Rillaboom,TWM,16,G Stage 2,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_016_R_EN_LG.png,TWM-16
Applin,TWM,17,G Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_017_R_EN_LG.png,TWM-17
Dipplin,TWM,18,G Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_018_R_EN_LG.png,TWM-18
Iron Leaves,TWM,19,G Basic,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_019_R_EN_LG.png,TWM-19
Poltchageist,TWM,20,G Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_020_R_EN_LG.png,TWM-20
Poltchageist,TWM,21,G Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_021_R_EN_LG.png,TWM-21
Sinistcha,TWM,22,G Stage 1,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_022_R_EN_LG.png,TWM-22
Sinistcha ex,TWM,23,G Stage 1,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_023_R_EN_LG.png,TWM-23
Teal Mask Ogerpon,TWM,24,G Basic,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_024_R_EN_LG.png,TWM-24
Teal Mask Ogerpon ex,TWM,25,G Basic,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_025_R_EN_LG.png,TWM-25
Vulpix,TWM,26,R Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_026_R_EN_LG.png,TWM-26
Ninetales,TWM,27,R Stage 1,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_027_R_EN_LG.png,TWM-27
Slugma,TWM,28,R Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_028_R_EN_LG.png,TWM-28
Magcargo ex,TWM,29,R Stage 1,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_029_R_EN_LG.png,TWM-29
Torkoal,TWM,30,R Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_030_R_EN_LG.png,TWM-30
Chimchar,TWM,31,R Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_031_R_EN_LG.png,TWM-31
Monferno,TWM,32,R Stage 1,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_032_R_EN_LG.png,TWM-32
Infernape,TWM,33,R Stage 2,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_033_R_EN_LG.png,TWM-33
Darumaka,TWM,34,R Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_034_R_EN_LG.png,TWM-34
Darmanitan,TWM,35,R Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_035_R_EN_LG.png,TWM-35
Litwick,TWM,36,R Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_036_R_EN_LG.png,TWM-36
Lampent,TWM,37,R Stage 1,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_037_R_EN_LG.png,TWM-37
Chandelure,TWM,38,R Stage 2,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_038_R_EN_LG.png,TWM-38
Chi-Yu,TWM,39,R Basic,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_039_R_EN_LG.png,TWM-39
Hearthflame Mask Ogerpon ex,TWM,40,R Basic,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_040_R_EN_LG.png,TWM-40
Poliwag,TWM,41,W Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_041_R_EN_LG.png,TWM-41
Poliwhirl,TWM,42,W Stage 1,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_042_R_EN_LG.png,TWM-42
Poliwrath,TWM,43,W Stage 2,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_043_R_EN_LG.png,TWM-43
Goldeen,TWM,44,W Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_044_R_EN_LG.png,TWM-44
Seaking,TWM,45,W Stage 1,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_045_R_EN_LG.png,TWM-45
Jynx,TWM,46,W Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_046_R_EN_LG.png,TWM-46
Corphish,TWM,47,W Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_047_R_EN_LG.png,TWM-47
Crawdaunt,TWM,48,W Stage 1,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_048_R_EN_LG.png,TWM-48
Feebas,TWM,49,W Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_049_R_EN_LG.png,TWM-49
Milotic,TWM,50,W Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_050_R_EN_LG.png,TWM-50
Snorunt,TWM,51,W Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_051_R_EN_LG.png,TWM-51
Glalie,TWM,52,W Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_052_R_EN_LG.png,TWM-52
Froslass,TWM,53,W Stage 1,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_053_R_EN_LG.png,TWM-53
Glaceon,TWM,54,W Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_054_R_EN_LG.png,TWM-54
Phione,TWM,55,W Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_055_R_EN_LG.png,TWM-55
Froakie,TWM,56,W Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_056_R_EN_LG.png,TWM-56
Frogadier,TWM,57,W Stage 1,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_057_R_EN_LG.png,TWM-57
Cramorant,TWM,58,W Basic,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_058_R_EN_LG.png,TWM-58
Finizen,TWM,59,W Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_059_R_EN_LG.png,TWM-59
Palafin,TWM,60,W Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_060_R_EN_LG.png,TWM-60
Palafin ex,TWM,61,W Stage 1,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_061_R_EN_LG.png,TWM-61
Iron Bundle,TWM,62,W Basic,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_062_R_EN_LG.png,TWM-62
Walking Wake,TWM,63,W Basic,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_063_R_EN_LG.png,TWM-63
Wellspring Mask Ogerpon ex,TWM,64,W Basic,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_064_R_EN_LG.png,TWM-64
Zapdos,TWM,65,L Basic,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_065_R_EN_LG.png,TWM-65
Shinx,TWM,66,L Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_066_R_EN_LG.png,TWM-66
Luxio,TWM,67,L Stage 1,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_067_R_EN_LG.png,TWM-67
Luxray ex,TWM,68,L Stage 2,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_068_R_EN_LG.png,TWM-68
Emolga,TWM,69,L Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_069_R_EN_LG.png,TWM-69
Helioptile,TWM,70,L Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_070_R_EN_LG.png,TWM-70
Heliolisk,TWM,71,L Stage 1,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_071_R_EN_LG.png,TWM-71
Morpeko,TWM,72,L Basic,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_072_R_EN_LG.png,TWM-72
Tadbulb,TWM,73,L Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_073_R_EN_LG.png,TWM-73
Bellibolt,TWM,74,L Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_074_R_EN_LG.png,TWM-74
Wattrel,TWM,75,L Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_075_R_EN_LG.png,TWM-75
Kilowattrel,TWM,76,L Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_076_R_EN_LG.png,TWM-76
Iron Thorns ex,TWM,77,L Basic,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_077_R_EN_LG.png,TWM-77
Clefairy,TWM,78,P Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_078_R_EN_LG.png,TWM-78
Clefable,TWM,79,P Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_079_R_EN_LG.png,TWM-79
Abra,TWM,80,P Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_080_R_EN_LG.png,TWM-80
Kadabra,TWM,81,P Stage 1,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_081_R_EN_LG.png,TWM-81
Alakazam,TWM,82,P Stage 2,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_082_R_EN_LG.png,TWM-82
Girafarig,TWM,83,P Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_083_R_EN_LG.png,TWM-83
Farigiraf,TWM,84,P Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_084_R_EN_LG.png,TWM-84
Chimecho,TWM,85,P Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_085_R_EN_LG.png,TWM-85
Flabébé,TWM,86,P Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_086_R_EN_LG.png,TWM-86
Floette,TWM,87,P Stage 1,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_087_R_EN_LG.png,TWM-87
Florges,TWM,88,P Stage 2,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_088_R_EN_LG.png,TWM-88
Swirlix,TWM,89,P Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_089_R_EN_LG.png,TWM-89
Slurpuff,TWM,90,P Stage 1,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_090_R_EN_LG.png,TWM-90
Sandygast,TWM,91,P Basic,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_091_R_EN_LG.png,TWM-91
Palossand,TWM,92,P Stage 1,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_092_R_EN_LG.png,TWM-92
Enamorus,TWM,93,P Basic,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_093_R_EN_LG.png,TWM-93
Scream Tail ex,TWM,94,P Basic,Double Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_094_R_EN_LG.png,TWM-94
Munkidori,TWM,95,P Basic,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_095_R_EN_LG.png,TWM-95
Fezandipiti,TWM,96,P Basic,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TWM/TWM_096_R_EN_LG.png,TWM-96
